nome,kcal,proteina,carbo,gordura
"Carne, bovina, alcatra, refogada (c/ óleo, cebola e alho), c/ sal",203,"28,2","0,74","9,76"
"Carne, bovina, alcatra, refogada (c/ óleo, cebola e alho), s/ sal",204,"28,4","0,75","9,8"
"Carne, bovina, baço, cozido, s/ óleo, s/ sal (dado importado)",138,25,0,"4,2"
"Carne, bovina, capa de contra-filé, c/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal",282,"25,6","3,5","18,4"
"Carne, bovina, capa de contra-filé, c/ gordura, grelhada, c/ óleo e cebola, c/ sal",300,"29,2","0,73","20,1"
"Carne, bovina, capa de contra-filé, c/ gordura, grelhada, c/ óleo e cebola, s/ sal",302,"29,3","0,78","20,2"
"Carne, bovina, charque (carne seca, carne de sol, jaba), c/ óleo de soja, cebola e alho, c/ sal",262,"34,7","2,89","12,5"
"Carne, bovina, contra-filé de costela, grelhada, c/ óleo de soja, c/ sal",296,"28,4","0,42","20,1"
"Carne, bovina, contra-filé de costela, grelhada, s/ óleo, c/ sal",267,"29,7","0,44","16,3"
"Carne, bovina, coxão duro (chã de fora), s/ gordura, cozida, c/ óleo de soja, c/ sal",238,"30,2",0,13
"Carne, bovina, coxão duro (chã de fora), s/ gordura, cozida, s/ óleo, c/ sal",207,"31,7",0,"8,88"
"Carne, bovina, em conserva",97,"4,41","7,85","5,53"
"Carne, bovina, fígado, frita (c/ óleo de soja), s/ sal, Brasil",272,"27,5","3,86","16,3"
"Carne, bovina, filé mignon, s/ gordura, grelhada, s/ óleo, s/ sal, Brasil",211,"32,9",0,"8,83"
"Carne, bovina, filé mignon, s/ gordura, refogada (c/ óleo, cebola e alho), c/ sal",194,"28,5","0,74","8,58"
"Carne, bovina, filé mignon, s/ gordura, refogada (c/ óleo, cebola e alho), s/ sal",195,"28,7","0,75","8,62"
"Carne, bovina, fraldinha, c/ gordura, grelhada/assada, s/ óleo, c/ sal",238,"21,6",0,"16,8"
"Carne, bovina, fraldinha, c/ gordura, grelhada/assada, s/ óleo, s/ sal, Brasil",239,"21,7",0,"16,9"
"Carne, bovina, língua, crua, Brasil",212,"17,4",0,"15,8"
"Carne, bovina, medula óssea (tutano), cru (dado importado)",822,"3,2",0,"89,9"
"Carne, bovina, moída (acém), cozida, c/ óleo de soja, cebola e alho, c/ sal, Brasil",208,"25,5","0,68","11,5"
"Carne, bovina, moída (acém), cozida, drenada, s/ óleo, s/ sal, Brasil",205,"26,7",0,"10,9"
"Carne, bovina, moída (acém), refogada (c/ óleo de soja, cebola e alho), c/ sal, Brasil",216,"26,1","0,72","12,2"
"Carne, bovina, moída (acém), refogada (c/ óleo de soja, cebola e alho), s/ sal, Brasil",216,"26,1","0,72","12,2"
"Carne, bovina, músculo, s/ gordura, refogada (c/ óleo, cebola e alho), c/ sal",195,"27,5","0,74","9,17"
"Carne, bovina, músculo, s/ gordura, refogada (c/ óleo, cebola e alho), s/ sal",196,"27,6","0,75","9,21"
"Carne, bovina, ossobuco de vitela c/ gordura, cozida, s/ óleo, s/ sal",190,"27,9","2,1","7,77"
"Carne, bovina, paleta, s/ gordura, refogada (c/ óleo, cebola e alho), s/ sal",193,"27,9","0,75","8,69"
"Carne, bovina, patinho, s/ gordura, refogada (c/ óleo, cebola e alho), c/ sal",164,"27,8","0,74","5,58"
"Carne, bovina, patinho, s/ gordura, refogada (c/ óleo, cebola e alho), s/ sal",165,"27,9","0,75","5,61"
"Carne, bovina, picanha, c/ gordura, grelhada, c/ óleo, c/ sal",308,25,"0,01","23,1"
"Carne, bovina, picanha, c/ gordura, grelhada, s/ óleo, c/ sal",280,"26,2","0,01","19,4"
"Carne, bovina, picanha, s/ gordura, grelhada, c/ óleo de soja, c/ sal",263,"30,3","0,85","15,3"
"Carne, bovina, picanha, s/ gordura, grelhada, s/ óleo, c/ sal",232,"31,8","0,89","11,3"
"Carne, bovina, quarto dianteiro, s/ gordura, cozida, s/ óleo, s/ sal, Brasil",186,"26,8",0,"8,75"
"Carne, bovina, quarto traseiro, s/ gordura, assado, recheado com linguiça calabresa, s/ óleo, c/ sal",229,"29,2","0,59","12,2"
"Carne, bovina, quarto traseiro, s/ gordura, assado, recheado com queijo muçarela, s/ óleo, c/ sal",242,"30,3","0,73","13,1"
"Carne, bovina, quarto traseiro, s/ gordura, assado, recheado com toucinho defumado (bacon), s/ óleo, c/ sal",314,31,"0,48","20,9"
"Carne, bovina, rosbife, fatiado (dado importado)",110,"18,6","0,64","3,69"
"Carne, bovina, víscera, fígado, grelhada, s/ óleo, s/ sal, Brasil",217,"29,9","4,2","9,01"
"Carne, bovino, rabo, cozido, drenado, s/ óleo, s/ sal, Brasil",351,"21,7",0,"29,3"
"Carne, búfalo, alcatra, crua, Brasil",106,"21,5",0,"2,2"
"Carne, búfalo, coxão mole, crua, Brasil",103,"20,8",0,"2,18"
"Carne, búfalo, crua (média de diferentes cortes), Brasil",104,"21,3",0,"2,07"
"Carne, búfalo, lombo, crua, Brasil",101,"21,2",0,"1,83"
"Carne, cabrito, assada, s/ óleo, c/ sal (média de diferentes cortes e raças)",197,"34,3",0,"6,69"
"Carne, cabrito, assada, s/ óleo, s/ sal (média de diferentes cortes e raças), Brasil",198,"34,4",0,"6,72"
"Carne, cabrito, costela, crua, Brasil",136,"19,6",0,"6,42"
"Carne, cabrito, cozida, assada, s/ óleo, c/ sal",135,27,0,"3,02"
"Carne, cabrito, cozida, assada, s/ óleo, s/ sal (dado importado)",136,"27,1",0,"3,03"
"Carne, cabrito, cozida, c/ batata, cenoura, chuchu, abobrinha, ervilha em vagem, alecrim, c/ óleo, cebola e alho, c/ pimenta do reino, c/ sal",96,"14,3","4,05","2,86"
"Carne, cabrito, cozida, c/ batata, cenoura, chuchu, abobrinha, ervilha em vagem, alecrim, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal",97,"14,3","4,1","2,88"
"Carne, cabrito, cozida, c/ vegetais - cenoura, chuchu, abobrinha, ervilha em vagem, alecrim, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal",105,"16,8","2,82","3,16"
"Carne, cabrito, cozida, c/ vegetais, cenoura, chuchu, abobrinha, ervilha em vagem, alecrim, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal",106,"16,8","3,17","3,24"
"Carne, cabrito, cozido, c/ óleo de soja, c/ sal",208,"24,4",0,"12,3"
"Carne, cabrito, crua (média de diferentes cortes e raças), Brasil",113,"19,6",0,"3,83"
"Carne, cabrito, crua (média de diferentes cortes), Brasil",120,"19,3",0,"4,73"
"Carne, cabrito, lombo, crua (média de diferentes amostras), Brasil",141,"20,4",0,"6,61"
"Carne, cabrito, mamão (cabrito jovem), crua (média de diferentes amostras), Brasil",80,"17,5",0,"1,16"
"Carne, cabrito, paleta, crua (média de diferentes amostras), Brasil",124,"20,4",0,"4,7"
"Carne, cabrito, perna, crua (média de diferentes amostras), Brasil",109,"21,3",0,"2,69"
"Carne, cabrito, pernil e paleta, crua (média de diferentes amostras), Brasil",108,"20,5",0,"2,85"
"Carne, cabrito, pescoço, crua (média de diferentes amostras), Brasil",129,21,0,"4,98"
"Carne, cabrito, víscera, baço, cru (dado importado)",95,"18,5",0,"2,37"
"Carne, cabrito, víscera, coração, crua (dado importado)",117,"19,4",0,"4,4"
"Carne, cabrito, víscera, fígado, crua (dado importado)",125,"20,3",0,"4,88"
"Carne, cabrito, víscera, língua, crua (dado importado)",190,"16,6",0,"13,7"
"Carne, cabrito, víscera, pulmão, crua (dado importado)",95,"16,9",0,"3,09"
"Carne, cabrito, víscera, rim, cru (dado importado)",89,"15,6",0,"2,93"
"Carne, cabrito, víscera, tripa (bucho), cozida, s/ óleo, s/ sal (dado importado)",115,"19,3",0,"4,2"
"Carne, cabrito, víscera, tripa (bucho), crua (dado importado)",92,"15,4",0,"3,36"
"Carne, cabrito, vísceras cozidas (baço, coração, fígado, língua, pulmão, rim), c/ óleo de soja, c/ sal (dado importado)",156,"16,7","3,23","8,85"
"Carne, caça (capivara, coelho), cozida, assada, s/ óleo, c/ sal",168,"30,6","0,75","4,67"
"Carne, caça (capivara, coelho), cozida, assada, s/ óleo, s/ sal",168,"30,8","0,75","4,69"
"Carne, caça (esquilo), crua (dado importado)",114,"21,2",0,"3,21"
"Carne, caça, crua (média de 8 espécies), Brasil",105,"21,2","0,71","1,9"
"Carne, caça, paca, assada, c/ sal (carne de caça, vinho branco, aipo (salsão), hortelã, salsa, c/ azeite de oliva e  alho, c/ pimenta-do-reino, c/ sal)",222,"21,7","2,28","13,3"
"Carne, coelho, cozida, s/ óleo, c/ sal",168,"29,2",0,"5,67"
"Carne, coelho, cozida, s/ óleo, s/ sal",169,"29,3",0,"5,7"
"Carne, coelho, selecta, crua (média de diferentes cortes), Brasil",117,"18,5","1,52","4,06"
"Carne, crocodilo, rabo, crua (dado importado)",104,"22,5",0,"1,6"
"Carne, frango, à passarinho, frito (c/ óleo de soja), c/ suco de limão, c/ sal",191,"27,1","0,88","8,81"
"Carne, frango, à passarinho, frito (c/ óleo de soja), c/ suco de limão, s/ sal",192,"27,2","0,89","8,85"
"Carne, frango, asa, c/ pele, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal",393,"22,5","15,6","26,9"
"Carne, frango, asa, c/ pele, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal",395,"22,6","15,7","27,1"
"Carne, frango, asa, c/ pele, assada, s/ óleo, c/ sal",233,"23,1",0,"15,6"
"Carne, frango, asa, c/ pele, assada, s/ óleo, s/ sal, Brasil",267,"23,2",0,"19,3"
"Carne, frango, asa, c/ pele, cozida (líquido do cozimento excluído), s/ óleo, c/ sal",222,21,0,"15,3"
"Carne, frango, asa, c/ pele, cozida (líquido do cozimento excluído), s/ óleo, s/ sal, Brasil",223,21,0,"15,4"
"Carne, frango, asa, c/ pele, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal",193,"17,1","1,33","13,3"
"Carne, frango, asa, c/ pele, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal",193,"17,2","1,34","13,4"
"Carne, frango, asa, c/ pele, crua, Brasil",208,"18,1",0,"15,1"
"Carne, frango, asa, c/ pele, frita (c/ óleo de soja), c/ sal",286,"21,3",0,"22,3"
"Carne, frango, asa, c/ pele, frita (c/ óleo de soja), s/ sal, Brasil",287,"21,3",0,"22,4"
"Carne, frango, asa, c/ pele, refogada (c/ óleo, cebola e alho), c/ sal",244,"20,2","0,74","17,9"
"Carne, frango, asa, c/ pele, refogada (c/ óleo, cebola e alho), s/ sal",245,"20,2","0,75","17,9"
"Carne, frango, assada, c/ tucupi, pimenta-de-cheiro, jambu, chicória (coentro bravo), cebola, alho, c/ sal",136,"20,1","2,33","5,29"
"Carne, frango, caipira, inteiro, c/ pele, cozida, s/ óleo, s/ sal, Brasil",236,"23,9","0,01","15,6"
"Carne, frango, caipira, inteiro, c/ pele, cozida, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal",196,"17,3","2,46","13,2"
"Carne, frango, caipira, inteiro, c/ pele, cozida, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal",196,"17,3","2,49","13,2"
"Carne, frango, caipira, inteiro, c/ pele, cozida, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal",235,"22,4",1,"15,7"
"Carne, frango, caipira, inteiro, c/ pele, cozida, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal",235,"22,4","1,04","15,7"
"Carne, frango, caipira, inteiro, cozida, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal (média de amostras c/ e s/ pele)",203,"22,4","3,26","11,2"
"Carne, frango, caipira, inteiro, cozida, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal (média de amostras c/ e s/ pele)",204,"22,5","3,27","11,2"
"Carne, frango, caipira, inteiro, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal (média de amostras c/ e s/ pele)",180,"21,7","1,33","9,9"
"Carne, frango, caipira, inteiro, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal (média de amostras c/ e s/ pele)",181,"21,8","1,34","9,94"
"Carne, frango, caipira, inteiro, cozida, s/ óleo, c/ sal (média de amostras c/ e s/ pele)",206,"26,7",0,"11,1"
"Carne, frango, caipira, inteiro, cozida, s/ óleo, s/ sal (média de amostras c/ e s/ pele), Brasil",207,"26,8",0,"11,1"
"Carne, frango, caipira, inteiro, crua (média de amostras c/ e s/ pele), Brasil",172,"18,5",0,"10,9"
"Carne, frango, caipira, inteiro, s/ pele, cozida, s/ óleo, c/ sal",188,"29,5","0,21","7,67"
"Carne, frango, caipira, inteiro, s/ pele, cozida, s/ óleo, s/ sal, Brasil",188,"29,6","0,21","7,7"
"Carne, frango, caipira, inteiro, s/ pele, cozida, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal",163,"21,3","2,6","7,64"
"Carne, frango, caipira, inteiro, s/ pele, cozida, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal",163,"21,3","2,63","7,64"
"Carne, frango, caipira, inteiro, s/ pele, cozida, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal",191,"27,7","1,19","8,39"
"Carne, frango, caipira, inteiro, s/ pele, cozida, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal",191,"27,7","1,22","8,39"
"Carne, frango, coração, assada, brasa, s/ óleo, s/ sal, Brasil",361,39,"1,35","22,2"
"Carne, frango, coração, cozida (líquido do cozimento excluído), s/ óleo, c/ sal",241,"20,8",0,"17,6"
"Carne, frango, coração, cozida (líquido do cozimento excluído), s/ óleo, s/ sal, Brasil",243,"20,9",0,"17,6"
"Carne, frango, coração, crua, Brasil",190,"12,1",0,"15,7"
"Carne, frango, coração, crua, Brasil",156,13,0,"11,5"
"Carne, frango, coração, frita (c/ óleo de soja), c/ sal",254,"20,6",0,19
"Carne, frango, coração, frita (c/ óleo de soja), s/ sal, Brasil",255,"20,6",0,"19,1"
"Carne, frango, coração, grelhada, s/ óleo, c/ sal, Brasil",198,"22,3",0,12
"Carne, frango, coração, grelhado, s/ óleo, s/ sal, Brasil",201,"22,4","0,61","12,1"
"Carne, frango, coração, refogada (c/ óleo, cebola e alho), c/ sal",416,"25,8","0,74","34,4"
"Carne, frango, coração, refogada (c/ óleo, cebola e alho), s/ sal",418,"25,9","0,75","34,6"
"Carne, frango, coxa e sobrecoxa, s/ pele, crua, Brasil",136,"17,6",0,"7,33"
"Carne, frango, coxa e sobrecoxa, s/ pele, crua, Brasil",138,"17,5",0,"7,5"
"Carne, frango, coxa, c/ pele, assada, c/ molho de alecrim (vinagre de maçã, alecrim, pimenta-do-reino, c/ azeite de oliva, c/ açúcar), c/ sal",232,"25,7","1,17","13,9"
"Carne, frango, coxa, c/ pele, assada, c/ molho de alecrim (vinagre de maçã, alecrim, pimenta-do-reino, c/ azeite de oliva, c/ açúcar), s/ sal",233,"25,7","1,47","13,9"
"Carne, frango, coxa, c/ pele, assada, s/ óleo, c/ sal",207,"28,4","0,06","10,3"
"Carne, frango, coxa, c/ pele, assada, s/ óleo, s/sal, Brasil",207,"28,5","0,06","10,4"
"Carne, frango, coxa, c/ pele, crua, Brasil",158,"17,6","0,36","9,57"
"Carne, frango, coxa, c/ pele, crua, Brasil",147,"17,5",0,"8,5"
"Carne, frango, coxa, s/ pele, cozida, s/ óleo, c/ sal",159,"26,6",0,"5,82"
"Carne, frango, coxa, s/ pele, cozida, s/ óleo, s/ sal, Brasil",160,"26,8",0,"5,85"
"Carne, frango, coxa, s/ pele, crua, Brasil",115,"17,8","0,02","4,86"
"Carne, frango, crua (média de diferentes cortes), Brasil",152,"18,7","0,81","8,21"
"Carne, frango, empanado, tipo nuggets, congelado, assado (s/ óleo), Brasil",303,"18,5","29,7","12,8"
"Carne, frango, empanado, tipo nuggets, congelado, cru, Brasil",245,"12,4","19,9","13,2"
"Carne, frango, empanado, tipo nuggets, congelado, frito (c/ óleo de soja), Brasil",339,"15,4","24,7","20,3"
"Carne, frango, empanado, tipo steak, congelado, raw, Brasil",267,"10,5",18,17
"Carne, frango, fígado, cozida (líquido do cozimento excluído), s/ óleo, c/ sal",146,"22,5","2,09","5,35"
"Carne, frango, fígado, cozida (líquido do cozimento excluído), s/ óleo, s/ sal, Brasil",147,"22,6","2,1","5,37"
"Carne, frango, fígado, crua, Brasil",113,"17,4","1,61","4,13"
"Carne, frango, fígado, frita (c/ óleo de soja), s/ sal, Brasil",147,"23,2",0,"6,02"
"Carne, frango, fígado, refogada (c/ óleo, cebola e alho), c/ sal",161,"22,6","2,83","6,55"
"Carne, frango, fígado, refogada (c/ óleo, cebola e alho), s/ sal",161,"22,7","2,85","6,58"
"Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal (média de amostras c/ e s/ pele)",284,"21,3","6,34","19,3"
"Carne, frango, inteiro, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal (média de amostras c/ e s/ pele)",285,"21,4","6,37","19,4"
"Carne, frango, inteiro, c/ pele, crua, Brasil",218,"16,2",0,17
"Carne, frango, inteiro, cozida/30 min, s/ óleo, s/ sal, Brasil",181,"25,9",0,"8,54"
"Carne, frango, inteiro, ensopada, c/ pequi, pimentão, tomate, salsa, noz moscada, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal",179,"16,3","3,78","11,4"
"Carne, frango, inteiro, ensopada, c/ pequi, pimentão, tomate, salsa, noz moscada, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal",179,"16,3","3,82","11,4"
"Carne, frango, inteiro, ensopado, c/ batata, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal",143,"16,3","3,9","7,17"
"Carne, frango, inteiro, ensopado, c/ batata, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal",144,"16,3","3,93","7,17"
"Carne, frango, inteiro, ensopado, c/ quiabo, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal",138,"16,3","2,84","7,11"
"Carne, frango, inteiro, ensopado, c/ quiabo, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal",138,"16,3","2,88","7,12"
"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, batata, salsa, c/ óleo, cebola e alho, c/pimenta-do-reino, c/ sal",127,"14,9","3,77","5,98"
"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, batata, salsa, c/ óleo, cebola e alho, c/pimenta-do-reino, s/ sal",127,"14,9","3,8","5,98"
"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, quiabo, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal",115,"13,7","3,11","5,57"
"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, quiabo, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal",115,"13,7","3,14","5,57"
"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal",145,"18,6","2,04","7,01"
"Carne, frango, inteiro, ensopado, c/ tomate, pimentão, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal",145,"18,6","2,08","7,01"
"Carne, frango, inteiro, ensopado, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal",157,"18,8","2,45","8,22"
"Carne, frango, inteiro, ensopado, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal",157,"18,8","2,48","8,23"
"Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), c/ sal (média de amostras c/ e s/ pele)",236,"23,9","0,74","15,2"
"Carne, frango, inteiro, refogada (c/ óleo, cebola e alho), s/ sal (média de amostras c/ e s/ pele)",237,24,"0,75","15,3"
"Carne, frango, inteiro, s/ pele, assada, s/ óleo, s/ sal, Brasil",180,28,"0,12","7,5"
"Carne, frango, inteiro, s/ pele, crua, Brasil",123,"20,4",0,"4,57"
"Carne, frango, inteiro, s/ pele, frita (c/ óleo de soja), c/ sal",236,"25,7",0,"14,8"
"Carne, frango, inteiro, s/ pele, frita (c/ óleo de soja), s/ sal, Brasil",238,"25,8","0,11","14,9"
"Carne, frango, inteiro, s/ pele, grelhada/assada, s/ óleo, c/ sal",179,"27,9",0,"7,47"
"Carne, frango, miúdo, coração, a milanesa, c/ sal (carne, frango, miúdo, coração, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), c/ sal)",337,"15,4","14,7","24,2"
"Carne, frango, miúdo, fígado, a milanesa, c/ sal (carne, frango, miúdo, fígado, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), c/ sal)",260,"20,6","16,3","12,7"
"Carne, frango, miúdo, moela, a milanesa, c/ sal (carne, frango, miúdo, moela, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), c/ sal)",232,"23,2","14,7","9,16"
"Carne, frango, miúdo, moela, a milanesa, s/ sal (carne, frango, miúdo, moela, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), s/ sal)",233,"23,3","14,7","9,2"
"Carne, frango, miúdos, à milanesa, c/ sal (carne, frango, miúdos (média de cortes - coração, fígado e moela), farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), c/ sal)",277,"19,7","15,2","15,4"
"Carne, frango, miúdos, à milanesa, s/ sal (carne, frango, miúdos (média de cortes - coração, fígado e moela), farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), s/ sal)",278,"19,8","15,3","15,4"
"Carne, frango, miúdos, coração à milanesa, s/ sal (carne, frango, miúdos, coração, farinha de trigo, farinha de rosca, ovo, frito (c/ óleo de soja), s/ sal)",338,"15,4","14,7","24,3"
"Carne, frango, miúdos, cru (média de amostras - coração, fígado e moela), Brasil",128,"16,5","0,54","6,79"
"Carne, frango, moela, cozida, s/ óleo, c/ sal",126,"28,7","0,92","0,88"
"Carne, frango, moela, cozida, s/ óleo, s/ sal, Brasil",127,"28,8","0,92","0,88"
"Carne, frango, moela, crua, Brasil",85,20,0,"0,56"
"Carne, frango, pé, cozido, c/ óleo de soja, cebola e alho, c/ sal",212,"18,6","0,87",15
"Carne, frango, pé, cozido, s/ óleo, c/ sal",209,"19,3","0,2","14,5"
"Carne, frango, pé, cozido, s/ óleo, s/ sal",210,"19,4","0,2","14,6"
"Carne, frango, peito, à milanesa (farinha de trigo, ovo e farinha de rosca), cru, s/ sal",220,"28,5","7,51","8,42"
"Carne, frango, peito, c/ batata, c/ óleo, cebola e alho, c/ sal",120,18,"5,61","2,97"
"Carne, frango, peito, c/ pele, assada, s/ óleo, c/ sal",201,"33,1",0,"7,59"
"Carne, frango, peito, c/ pele, assada, s/ óleo, s/ sal, Brasil",198,"33,4",0,"7,11"
"Carne, frango, peito, c/ pele, crua, Brasil",143,"20,7",0,"6,7"
